id_ordine,id_cliente,dataordine,numeroarticoli,prezzototale
1565,1352,2022-04-01,2,28.92
1566,786,2020-04-30,2,29.88
1567,255,2022-10-02,2,35.09
1568,94,2021-08-20,2,40.24
1569,1534,2024-04-24,2,29.49
1570,673,2024-10-04,2,23.43
1571,1567,2021-06-23,2,24.4
1572,136,2020-06-15,2,36.94
1573,1968,2023-05-23,2,39.31
1574,1786,2024-02-05,2,50.64
1575,1007,2020-08-18,2,22.43
1576,117,2020-08-11,2,27.21
1577,402,2021-08-17,2,43.31
1578,1745,2022-09-16,2,38.73
1579,555,2022-09-29,2,47.5
1580,1756,2023-11-03,2,42.08
1581,1798,2024-12-10,2,33.63
1582,893,2021-12-11,2,38.05
1583,644,2021-01-24,2,43.43
1584,1647,2023-04-27,2,24.98
1585,1360,2020-03-27,2,30.15
1586,1501,2023-11-01,2,29.2
1587,1473,2024-02-20,2,33.92
1588,1359,2022-07-27,2,26.96
1589,1683,2022-07-03,2,57.42
1590,1040,2020-09-15,2,30.95
1591,1391,2021-04-16,2,26.78
1592,952,2022-06-04,2,40.43
1593,292,2023-01-01,2,25.6
1594,398,2021-08-13,2,43.95
1595,233,2021-07-03,2,44.11
1596,92,2020-05-13,2,66.33
1597,1671,2021-08-06,2,35.01
1598,26,2021-04-05,2,32.84
1599,199,2025-02-14,2,34.21
1600,1347,2023-06-20,2,37.27
1601,410,2024-06-12,2,39.26
1602,131,2021-11-10,2,33.95
1603,931,2023-09-05,2,33.58
1604,526,2020-06-18,2,45.22
1605,1142,2023-08-09,2,27.27
1606,450,2023-02-24,2,44.69
1607,479,2021-05-27,2,58.61
1608,502,2021-09-22,2,29.33
1609,813,2022-04-12,2,36.11
1610,1441,2021-09-14,2,25.88
1611,894,2023-05-04,2,25.18
1612,468,2022-03-21,2,16.52
1613,1514,2024-09-27,2,44.92
1614,1638,2020-07-26,2,33.85
1615,261,2023-05-23,2,43.57
1616,886,2022-08-23,2,31.53
1617,591,2022-03-08,2,46.67
1618,1829,2023-06-24,2,25.84
1619,1830,2020-07-28,2,47.96
1620,1814,2021-01-06,2,44.84
1621,998,2025-02-08,2,52.13
1622,896,2024-10-07,2,17.49
1623,806,2024-06-06,2,51.6
1624,207,2024-08-12,2,63.55
1625,1120,2022-11-02,2,20.8
1626,1348,2021-10-15,2,46.68
1627,950,2020-02-07,2,33.04
1628,838,2022-11-24,2,35.45
1629,321,2022-10-08,2,43.75
1630,140,2023-11-02,2,33.52
1631,310,2022-12-14,2,31.23
1632,1100,2025-01-10,2,39.55
1633,668,2020-11-14,2,34.06
1634,1997,2020-12-13,2,52.13
1635,1440,2020-12-03,2,34.79
1636,1382,2020-09-29,2,27.54
1637,345,2021-10-13,2,34.49
1638,1146,2020-09-12,2,20.04
1639,39,2021-10-04,2,46.66
1640,1546,2023-07-24,2,62.09
1641,131,2023-02-23,2,42.01
1642,712,2023-05-21,2,38.31
1643,1908,2022-03-20,2,29.74
1644,1757,2022-01-27,2,44.92
1645,1982,2022-11-02,2,47.71
1646,553,2021-01-20,2,37.97
1647,579,2020-06-09,2,25.72
1648,1537,2020-08-31,2,24.34
1649,1061,2020-04-12,2,39.02
1650,852,2023-12-07,2,31.61
1651,934,2020-08-26,2,35.03
1652,364,2023-12-28,2,37.77
1653,565,2023-04-08,2,35.66
1654,297,2020-05-07,2,23.21
1655,1907,2022-07-14,2,42.17
1656,36,2022-04-19,2,35.43
1657,101,2020-12-29,2,41.78
1658,1929,2020-10-14,2,31.2
1659,499,2024-11-11,2,29.9
1660,1038,2025-02-13,2,29.11
1661,1949,2024-08-29,2,32.11
1662,1155,2020-12-10,2,40.74
1663,33,2022-11-20,2,25.47
1664,1027,2022-12-10,2,32.82
1665,1280,2020-05-02,2,70.84
1666,1921,2023-04-19,2,32.07
1667,1177,2021-11-02,2,28.46
1668,1423,2021-09-09,2,31.3
1669,513,2024-11-01,2,23.26
1670,1552,2024-05-30,2,27.73
1671,1803,2022-02-24,2,26.03
1672,529,2024-12-07,2,40.31
1673,65,2020-06-15,2,27.89
1674,637,2020-10-23,2,27.96
1675,1226,2022-01-08,2,35.64
1676,1865,2020-01-09,2,31.17
1677,1504,2023-03-26,2,58.97
1678,916,2021-12-09,2,54.76
1679,1602,2024-09-21,2,21.72
1680,684,2021-12-11,2,20.24
1681,530,2024-02-20,2,61.7
1682,1359,2021-05-19,2,19.45
1683,219,2021-01-03,2,44.09
1684,378,2024-08-21,2,33.4
1685,1654,2023-08-27,2,26.99
1686,619,2024-04-13,2,34.03
1687,1068,2020-02-25,2,49.47
1688,1050,2023-05-04,2,50.79
1689,1459,2020-02-13,2,25.72
1690,1504,2024-04-04,2,45.73
1691,1922,2023-10-29,2,34.95
1692,457,2024-02-09,2,26.52
1693,289,2020-12-10,2,27.06
1694,182,2024-08-27,2,33.06
1695,1725,2021-02-12,2,39.55
1696,1296,2022-01-06,2,50.4
1697,520,2023-12-16,2,68.29
1698,542,2020-02-18,2,28.79
1699,1597,2021-11-30,2,28.24
1700,879,2020-11-24,2,44.81
1701,1355,2020-06-27,2,23.78
1702,1203,2025-02-01,2,42.6
1703,360,2021-08-15,2,48.79
1704,204,2020-10-16,2,45.02
1705,792,2021-04-02,2,48.73
1706,1391,2020-06-18,2,14.27
1707,607,2024-10-17,2,39.45
1708,1358,2020-05-25,2,23.49
1709,200,2024-06-29,2,17.13
1710,2,2022-04-19,2,50.72
1711,1328,2021-08-07,2,43.87
1712,246,2021-04-17,2,56.69
1713,1790,2021-03-08,2,53.83
1714,444,2020-03-26,2,46.64
1715,1154,2022-04-30,2,21.68
1716,1904,2020-01-14,2,30.08
1717,1720,2022-07-16,2,22.26
1718,1737,2022-10-06,2,40.42
1719,1058,2020-10-31,2,21.68
1720,253,2023-12-16,2,28.74
1721,977,2024-01-08,2,40.52
1722,1883,2021-12-07,2,20.16
1723,73,2020-01-21,2,24.64
1724,1027,2023-04-14,2,26.42
1725,1401,2022-12-08,2,28.4
1726,1474,2024-10-01,2,35.34
1727,396,2024-04-19,2,33.58
1728,101,2021-05-28,2,45.37
1729,1844,2020-12-09,2,66.61
1730,648,2023-03-07,2,33.68
1731,1854,2025-02-07,2,44.99
1732,1254,2023-03-22,2,45.02
1733,1530,2021-07-11,2,41.04
1734,671,2020-07-23,2,50.27
1735,34,2021-04-08,2,35.03
1736,1275,2023-12-07,2,38.88
1737,1107,2020-09-26,2,24.17
1738,1249,2020-04-13,2,28.06
1739,1185,2025-01-28,2,33.06
1740,888,2023-04-05,2,35.7
1741,816,2020-02-06,2,18.08
1742,1084,2023-09-15,2,45.87
1743,33,2021-11-15,2,40.77
1744,502,2024-09-23,2,27.84
1745,1990,2022-06-27,2,31.95
1746,572,2022-10-19,2,32.7
1747,761,2024-06-18,2,42.91
1748,393,2021-09-08,2,60.02
1749,1972,2020-06-23,2,27.74
1750,599,2024-06-20,2,39.53
1751,1655,2020-04-13,2,70.9
1752,552,2022-06-30,2,41.29
1753,817,2021-04-22,2,30.5
1754,378,2022-08-31,2,52.98
1755,1689,2024-10-30,2,47.6
1756,69,2024-08-21,2,52.58
1757,454,2022-01-18,2,20.03
1758,799,2021-06-18,2,35.44
1759,912,2025-01-03,2,31.88
1760,1423,2024-06-14,2,24.54
1761,1319,2023-10-23,2,27.73
1762,456,2021-07-05,2,36.34
1763,1657,2022-03-29,2,41.94
1764,780,2022-10-22,2,30.91
1765,265,2022-01-14,2,47.74
1766,494,2021-09-28,2,60.84
1767,1474,2023-11-04,2,41.68
1768,1412,2023-11-01,2,53.82
1769,1241,2020-12-18,2,47.39
1770,323,2021-11-03,2,33.58
1771,1408,2023-05-16,2,44.59
1772,1770,2022-06-25,2,49.28
1773,1403,2021-03-23,2,17.96
1774,1358,2022-05-20,2,45.68
1775,1794,2022-12-24,2,30.19
1776,1671,2022-09-08,2,26.69
1777,1461,2022-12-16,2,31.14
1778,16,2022-04-25,2,42.8
1779,974,2021-05-26,2,38.7
1780,1677,2021-07-29,2,21.94
1781,244,2023-10-17,2,32.83
1782,845,2022-10-04,2,37.61
1783,820,2024-03-06,2,48.68
1784,940,2023-11-04,2,23.91
1785,393,2023-06-08,2,28.95
1786,1515,2023-02-23,2,60.61
1787,1251,2021-01-30,2,39.72
1788,499,2023-04-27,2,29.27
1789,494,2023-02-15,2,22.58
1790,8,2020-11-08,2,60.68
1791,1714,2020-05-02,2,36.09
1792,529,2021-04-30,2,31.49
1793,792,2024-01-15,2,51.74
1794,185,2021-12-17,2,20.89
1795,1583,2020-07-20,2,54.73
1796,1071,2023-05-01,2,21.02
1797,1113,2021-09-26,2,33.9
1798,1560,2023-05-20,2,33.48
1799,543,2023-12-06,2,42.02
1800,1355,2020-03-28,2,56.65
1801,939,2025-02-14,2,29.65
1802,1433,2023-12-05,2,26.93
1803,1824,2020-07-07,2,25.76
1804,1878,2020-05-20,2,24.41
1805,1095,2021-11-11,2,40.97
1806,999,2024-03-05,2,39.67
1807,1820,2021-08-03,2,31.12
1808,1807,2020-09-27,2,42.37
1809,1791,2021-06-14,2,44.44
1810,85,2022-07-04,2,49.58
1811,1752,2022-10-17,2,27.09
1812,1229,2024-01-10,2,15.81
1813,923,2020-11-23,2,29.7
1814,1791,2024-03-20,2,23.22
1815,1813,2021-03-01,2,18.43
1816,974,2021-01-02,2,38.05
1817,391,2020-03-17,2,52.31
1818,754,2020-03-17,2,48.16
1819,1858,2022-08-29,2,32.17
1820,1543,2022-01-02,2,41.1
1821,1532,2020-07-14,2,35.4
1822,357,2024-05-28,2,47.22
1823,1177,2025-01-22,2,29.79
1824,815,2021-09-16,2,34.18
1825,620,2021-12-22,2,33.37
1826,513,2021-08-17,2,33.02
1827,914,2020-08-02,2,23.98
1828,49,2020-10-31,2,41.0
1829,901,2024-02-15,2,32.91
1830,1461,2024-07-18,2,36.86
1831,1958,2024-08-23,2,46.14
1832,1508,2022-07-16,2,38.27
1833,1807,2025-01-28,2,26.35
1834,1073,2025-02-08,2,35.86
1835,43,2021-07-23,2,19.83
1836,1198,2021-04-12,2,30.31
1837,1936,2023-05-31,2,34.38
1838,39,2023-10-22,2,45.85
1839,994,2023-03-08,2,33.14
1840,1615,2021-06-05,2,22.73
1841,1946,2022-06-11,2,64.44
1842,160,2021-07-05,2,57.78
1843,952,2020-09-12,2,40.19
1844,1446,2021-06-28,2,39.04
1845,1587,2024-01-29,2,45.23
1846,1680,2024-06-08,2,43.12
1847,776,2020-10-06,2,56.53
1848,1669,2020-02-08,2,17.14
1849,366,2025-01-02,2,70.66
1850,1750,2023-01-20,2,28.99
1851,1598,2022-03-30,2,34.06
1852,747,2022-11-09,2,50.42
1853,1802,2021-05-15,2,27.89
1854,1763,2021-07-21,2,43.61
1855,1324,2021-02-13,2,40.03
1856,770,2022-02-19,2,27.27
1857,1220,2024-12-24,2,19.36
1858,1530,2022-04-30,2,30.33
1859,1053,2025-01-22,2,49.86
1860,221,2023-05-13,2,36.59
1861,1178,2021-10-05,2,41.91
1862,825,2025-02-09,2,42.31
1863,457,2020-05-18,2,27.51
1864,1761,2021-10-08,2,67.39
1865,548,2023-05-15,2,37.76
1866,1351,2020-01-01,2,41.92
1867,366,2021-03-22,2,33.86
1868,961,2023-05-14,2,28.6
1869,958,2022-02-21,2,41.13
1870,167,2021-08-17,2,35.29
1871,982,2021-06-07,2,29.14
1872,1990,2021-02-09,2,38.96
1873,458,2023-08-22,2,42.78
1874,134,2023-08-24,2,29.65
1875,1810,2022-01-22,2,31.37
1876,1011,2020-10-26,2,23.66
1877,1692,2022-03-09,2,31.87
1878,1111,2024-11-13,2,30.76
1879,434,2022-11-25,2,26.44
1880,722,2023-03-13,2,43.44
1881,1225,2022-06-23,2,41.7
1882,1476,2020-11-27,2,30.87
1883,1099,2020-06-19,2,26.99
1884,1915,2024-06-06,2,51.98
1885,690,2023-09-22,2,23.84
1886,143,2020-01-07,2,18.29
1887,1458,2023-02-11,2,37.05
1888,824,2020-09-23,2,39.15
1889,463,2022-04-25,2,66.83
1890,606,2021-04-02,2,23.72
1891,1413,2024-09-24,2,24.69
1892,1243,2024-12-28,2,42.11
1893,1762,2022-10-29,2,29.56
1894,30,2021-06-21,2,42.03
1895,415,2023-01-17,2,26.64
1896,545,2024-06-28,2,56.48
1897,1376,2020-10-14,2,34.31
1898,950,2022-05-08,2,33.43
1899,1228,2023-07-19,2,29.58
1900,99,2020-11-07,2,31.44
1901,1380,2023-04-21,2,53.93
1902,1914,2020-04-13,2,43.86
1903,1078,2023-05-03,2,36.32
1904,1276,2020-06-02,2,29.56
1905,463,2024-11-23,2,38.3
1906,25,2022-07-07,2,46.66
1907,714,2023-05-04,2,54.98
1908,293,2020-02-10,2,29.37
1909,1258,2023-04-29,2,62.09
1910,141,2022-05-13,2,53.36
1911,1602,2024-11-28,2,57.25
1912,1679,2023-07-23,2,47.98
1913,326,2024-08-17,2,34.33
1914,60,2023-08-20,2,30.62
1915,460,2024-05-14,2,28.88
1916,1744,2022-09-16,2,51.24
1917,593,2024-10-23,2,42.46
1918,263,2023-10-18,2,35.5
1919,83,2021-02-05,2,41.99
1920,1911,2023-10-27,2,49.34
1921,279,2020-04-14,2,34.71
1922,1518,2021-07-06,2,32.23
1923,993,2021-02-20,2,41.68
1924,64,2023-08-29,2,39.76
1925,483,2022-02-20,2,35.85
1926,1113,2022-03-31,2,34.8
1927,1800,2024-12-11,2,38.66
1928,1024,2022-01-21,2,26.92
1929,1751,2022-08-15,2,29.65
1930,980,2021-02-19,2,26.06
1931,1572,2021-05-17,2,42.85
1932,1875,2024-03-13,2,25.08
1933,1277,2023-12-28,2,48.17
1934,660,2023-02-14,2,37.03
1935,1781,2020-08-21,2,37.17
1936,1342,2021-08-08,2,39.18
1937,930,2024-07-28,2,36.93
1938,1854,2024-11-21,2,34.5
1939,583,2021-12-24,2,32.33
1940,948,2023-05-31,2,59.91
1941,1488,2024-10-20,2,28.43
1942,1794,2023-12-24,2,35.15
1943,1940,2024-06-13,2,33.92
1944,1774,2023-02-28,2,41.33
1945,61,2024-10-10,2,43.97
1946,1176,2021-08-21,2,66.29
1947,314,2023-02-18,2,34.42
1948,1453,2021-03-10,2,21.33
1949,391,2024-05-30,2,23.96
1950,566,2024-01-23,2,24.55
1951,312,2023-09-16,2,51.44
1952,444,2020-08-08,2,44.29
1953,237,2022-04-13,2,46.37
1954,736,2023-09-28,2,31.94
1955,1091,2023-01-20,2,31.67
1956,232,2023-11-01,2,54.03
1957,916,2020-08-19,2,24.9
1958,1048,2021-05-30,2,50.1
1959,1458,2022-04-18,2,42.22
1960,11,2024-01-05,2,30.71
1961,1798,2020-07-16,2,38.7
1962,399,2023-04-03,2,20.16
1963,1873,2020-08-28,2,56.53
1964,451,2020-09-13,2,38.18
1965,1497,2025-02-03,2,63.98
1966,1021,2024-09-07,2,35.62
1967,630,2021-03-27,2,31.18
1968,474,2023-06-13,2,26.49
1969,1023,2024-10-14,2,42.33
1970,428,2020-05-09,2,62.09
1971,1410,2023-09-27,2,49.54
1972,1717,2023-06-21,2,39.95
1973,629,2022-06-30,2,51.15
1974,1976,2025-01-22,2,56.78
1975,1430,2021-02-10,2,31.24
1976,1365,2024-12-31,2,33.06
1977,1944,2021-10-24,2,36.04
1978,1374,2024-08-27,2,26.22
1979,1819,2021-11-03,2,24.26
1980,864,2022-10-06,2,42.09
1981,427,2023-07-06,2,38.83
1982,1170,2022-10-10,2,53.81
1983,721,2021-06-09,2,30.61
1984,1414,2021-01-10,2,27.96
1985,1451,2024-08-24,2,30.78
1986,1103,2023-06-15,2,24.29
1987,179,2023-03-15,2,24.17
1988,817,2020-08-11,2,49.26
1989,1779,2023-05-03,2,41.18
1990,1344,2021-12-15,2,42.61
1991,431,2022-07-02,2,40.27
1992,611,2024-10-30,2,26.18
1993,1394,2024-08-31,2,25.55
1994,1804,2023-11-04,2,36.35
1995,770,2023-08-02,2,49.94
1996,1906,2021-04-03,2,52.59
1997,1381,2020-07-20,2,45.6
1998,1140,2020-06-25,2,42.16
1999,692,2023-09-09,2,21.48
2000,80,2022-02-08,2,25.26
2001,243,2023-03-15,2,30.17
2002,63,2020-11-23,2,34.8
2003,1787,2020-11-18,2,52.09
2004,1183,2021-04-25,2,56.85
2005,302,2022-03-15,2,35.28
2006,1424,2021-09-20,2,59.26
2007,573,2021-01-03,2,36.05
2008,1636,2020-04-29,2,26.33
2009,355,2022-05-14,2,46.83
2010,250,2021-09-07,2,37.98
2011,406,2020-06-20,2,36.51
2012,1775,2021-07-19,2,46.84
2013,1167,2022-07-06,2,35.69
2014,1521,2020-08-15,2,39.17
2015,1872,2023-01-20,2,25.16
2016,54,2022-06-10,2,83.11
2017,1030,2023-10-27,2,23.97
2018,1946,2020-07-28,2,25.96
2019,1389,2022-02-22,2,48.59
2020,528,2024-03-30,2,32.81
2021,1109,2022-04-29,2,44.89
2022,218,2022-01-23,2,34.11
2023,1233,2021-03-05,2,32.59
2024,1951,2024-05-25,2,45.46
2025,736,2024-08-23,2,30.41
2026,181,2021-06-01,2,60.98
2027,1506,2024-07-23,2,49.07
2028,1420,2022-04-02,2,36.62
2029,846,2022-12-26,2,33.46
2030,791,2024-05-15,2,37.64
2031,1483,2023-07-17,2,47.6
2032,419,2024-09-26,2,29.68
2033,676,2024-08-07,2,17.61
2034,1437,2020-05-24,2,24.4
2035,920,2024-06-18,2,43.1
2036,1961,2023-09-11,2,34.62
2037,679,2023-06-12,2,25.98
2038,946,2022-09-19,2,38.94
2039,25,2025-01-06,2,41.14
2040,227,2021-12-22,2,48.8
2041,1171,2025-01-31,2,34.69
2042,70,2024-08-16,2,34.56
2043,929,2021-11-05,2,24.6
2044,733,2021-09-21,2,36.38
2045,1747,2022-08-19,2,59.49
2046,988,2023-08-29,2,33.86
2047,258,2022-01-11,2,34.1
2048,459,2021-12-21,2,27.68
2049,1393,2023-12-10,2,47.68
2050,1029,2021-03-20,2,35.11
2051,572,2020-12-19,2,37.17
2052,1983,2023-09-18,2,49.31
2053,629,2023-12-01,2,28.83
2054,1354,2024-11-30,2,32.0
2055,887,2020-05-22,2,46.03
2056,104,2020-06-04,2,25.75
2057,1631,2024-05-05,2,40.87
2058,1315,2021-01-15,2,28.43
2059,1562,2020-11-01,2,35.52
2060,1160,2022-03-31,2,49.34
2061,822,2024-01-24,2,20.33
2062,131,2020-01-25,2,39.19
2063,203,2020-08-14,2,26.5
2064,1291,2020-01-07,2,38.19
2065,844,2021-01-03,2,30.36
2066,1621,2021-02-08,2,54.48
2067,1397,2021-09-10,2,52.27
2068,301,2021-12-03,2,28.18
2069,1155,2021-11-12,2,25.44
2070,1035,2023-01-13,2,36.84
2071,579,2023-12-13,2,35.77
2072,1232,2024-07-29,2,46.91
2073,825,2024-03-05,2,66.95
2074,709,2024-07-16,2,29.65
2075,204,2022-11-23,2,60.98
2076,442,2021-09-13,2,33.73
2077,634,2023-08-28,2,24.38
2078,74,2023-06-22,2,55.91
2079,246,2022-12-12,2,36.03
2080,1790,2022-11-25,2,37.46
2081,1134,2021-04-01,2,22.91
2082,926,2023-08-04,2,31.39
2083,600,2022-11-06,2,27.39
2084,673,2023-03-20,2,43.55
2085,1127,2020-07-06,2,48.9
2086,1082,2022-08-02,2,58.76
2087,794,2024-01-16,2,39.48
2088,1983,2024-03-20,2,33.51
2089,21,2020-10-19,2,21.97
2090,1395,2023-12-28,2,43.65
2091,296,2023-04-08,2,39.5
2092,1929,2020-07-04,2,33.32
2093,1494,2023-08-01,2,22.99
2094,235,2021-08-19,2,40.19
2095,83,2022-07-22,2,32.44
2096,1142,2025-02-02,2,49.77
2097,571,2020-02-14,2,29.18
2098,1991,2023-05-10,2,40.42
2099,565,2024-02-17,2,42.5
2100,487,2024-06-03,2,44.46
2101,479,2024-01-28,2,63.83
2102,239,2023-09-30,2,30.3
2103,1172,2022-08-29,2,26.32
2104,223,2021-04-16,2,33.38
2105,991,2023-12-22,2,38.45
2106,196,2024-02-05,2,43.59
2107,1307,2023-06-21,2,50.31
2108,525,2021-09-08,2,23.8
2109,1104,2023-10-28,2,27.37
2110,1578,2023-01-16,2,37.85
2111,1867,2023-09-17,2,63.53
2112,661,2020-01-07,2,53.83
2113,424,2023-06-26,2,18.37
2114,1988,2022-11-26,2,35.85
2115,1860,2022-04-09,2,38.46
2116,74,2021-03-04,2,34.8
2117,1581,2023-10-11,2,37.11
2118,329,2024-04-23,2,17.83
2119,967,2023-11-24,2,23.68
2120,297,2021-09-07,2,43.88
2121,1906,2022-01-24,2,37.9
2122,426,2020-03-30,2,22.18
2123,940,2020-06-24,2,50.06
2124,1863,2021-06-09,2,31.34
2125,1727,2020-08-02,2,35.58
2126,179,2021-11-18,2,35.3
2127,301,2020-07-22,2,23.71
2128,1801,2020-06-19,2,38.61
2129,938,2021-09-07,2,17.54
2130,1042,2021-03-05,2,28.98
2131,1851,2022-09-17,2,41.4
2132,1320,2024-08-23,2,23.06
2133,1173,2021-07-13,2,47.99
2134,1336,2024-06-21,2,38.48
2135,8,2020-01-18,2,52.8
2136,1220,2023-10-04,2,27.56
2137,24,2021-08-25,2,38.32
2138,875,2020-09-19,2,22.02
2139,928,2022-06-02,2,53.02
2140,894,2021-11-07,2,36.26
2141,1249,2022-08-28,2,25.36
2142,1459,2021-11-02,2,56.65
2143,329,2022-02-04,2,40.38
2144,15,2020-07-10,2,29.09
2145,1665,2023-03-13,2,47.7
2146,851,2023-07-27,2,32.86
2147,1164,2022-12-22,2,27.62
2148,109,2020-06-02,2,28.6
2149,1769,2020-07-05,2,34.85
2150,1139,2020-05-18,2,33.67
2151,1946,2021-01-16,2,30.36
2152,1206,2021-09-09,2,26.3
2153,1733,2025-02-06,2,36.67
2154,1779,2020-12-20,2,38.38
2155,1482,2023-11-02,2,30.87
2156,1963,2022-01-08,2,20.32
2157,111,2020-06-15,2,20.03
2158,1077,2020-01-23,2,45.25
2159,1808,2022-01-24,2,55.72
2160,98,2021-03-16,2,57.45
2161,1893,2020-08-18,2,25.45
2162,1099,2021-06-04,2,58.03
2163,1880,2024-11-14,2,30.61
2164,1652,2020-02-04,2,31.18
2165,497,2020-05-06,2,40.04
2166,166,2023-12-08,2,43.76
2167,470,2023-11-23,2,35.29
2168,261,2024-07-29,2,47.26
2169,57,2021-01-10,2,38.51
2170,1287,2021-10-02,2,48.37
2171,1801,2024-06-19,2,31.92
2172,1481,2022-08-04,2,27.82
2173,982,2021-11-17,2,37.9
2174,261,2023-12-26,2,31.01
2175,74,2025-01-17,2,51.73
2176,392,2021-02-09,2,39.18
2177,1511,2020-06-11,2,30.31
2178,981,2023-11-16,2,39.06
2179,898,2020-02-10,2,55.76
2180,765,2022-03-08,2,28.53
2181,632,2021-10-07,2,46.91
2182,1135,2024-12-07,2,38.79
2183,1650,2020-05-17,2,26.44
2184,232,2024-10-22,2,55.69
2185,1134,2024-12-25,2,24.46
2186,618,2024-01-18,2,33.62
2187,217,2024-07-16,2,52.53
2188,1590,2022-08-06,2,49.2
2189,1073,2021-03-08,2,34.2
2190,243,2023-06-22,2,53.36
2191,1393,2020-12-02,2,44.49
2192,990,2024-03-02,2,28.53
2193,1607,2024-12-29,2,39.75
2194,258,2023-06-11,2,38.32
2195,147,2023-05-03,2,38.59
2196,327,2024-06-04,2,32.74
2197,1278,2023-11-10,2,33.65
2198,624,2020-10-28,2,29.9
2199,1696,2020-04-14,2,34.56
2200,1446,2022-04-18,2,28.69
2201,32,2021-02-24,2,32.35
2202,1533,2021-05-17,2,39.71
2203,865,2024-11-24,2,29.42
2204,1961,2023-09-20,2,40.83
2205,704,2022-01-25,2,35.11
2206,902,2022-07-11,2,33.98
2207,1311,2020-01-23,2,31.69
2208,1810,2024-06-16,2,34.71
2209,1186,2022-11-16,2,33.15
2210,1680,2020-02-04,2,26.19
2211,177,2022-10-08,2,38.9
2212,957,2023-08-12,2,24.53
2213,664,2025-02-01,2,53.11
2214,1581,2023-01-23,2,44.84
2215,473,2023-11-08,2,42.57
2216,1135,2023-03-15,2,44.62
2217,1843,2021-03-31,2,39.99
2218,1771,2023-05-17,2,57.26
2219,1934,2020-05-07,2,35.21
2220,6,2023-09-17,2,34.15
2221,151,2023-08-26,2,26.91
2222,772,2022-08-01,2,13.69
2223,806,2022-04-22,2,54.6
2224,511,2022-12-08,2,22.66
2225,1972,2021-02-21,2,37.97
2226,1264,2023-02-20,2,39.72
2227,464,2024-10-26,2,26.27
2228,1081,2024-05-03,2,42.94
2229,207,2020-06-19,2,26.47
2230,1024,2023-02-17,2,19.17
2231,1920,2023-02-21,2,47.46
2232,1468,2024-03-13,2,27.06
2233,1643,2024-08-14,2,40.28
2234,1694,2023-06-01,2,23.04
2235,642,2023-02-14,2,67.61
2236,550,2022-02-10,2,24.29
2237,836,2021-02-10,2,16.05
2238,1471,2025-01-24,2,38.75
2239,1922,2022-05-26,2,32.8
2240,262,2023-02-19,2,46.85
2241,1184,2023-02-02,2,35.0
2242,759,2021-08-18,2,21.34
2243,1178,2021-07-17,2,25.48
2244,1242,2022-05-17,2,35.95
2245,152,2020-10-09,2,23.93
2246,783,2023-08-30,2,40.83
2247,768,2023-02-20,2,48.78
2248,274,2021-06-05,2,26.88
2249,1112,2023-11-25,2,47.11
2250,485,2020-03-22,2,17.15
2251,437,2020-02-17,2,46.34
2252,903,2021-01-13,2,23.04
2253,670,2025-01-14,2,44.06
2254,1844,2022-10-25,2,27.85
2255,1341,2020-12-21,2,26.75
2256,527,2023-08-24,2,43.01
2257,1621,2020-09-02,2,37.74
2258,1541,2022-04-13,2,31.2
2259,1227,2020-07-20,2,33.35
2260,1694,2022-01-24,2,41.91
2261,1531,2022-04-22,2,54.34
2262,300,2020-07-03,2,22.29
2263,1898,2022-11-12,2,31.61
2264,1380,2022-08-04,2,28.96
2265,352,2022-09-11,2,41.29
2266,1421,2021-01-31,2,25.61
2267,1564,2021-02-17,2,63.23
2268,1883,2021-11-06,2,32.69
2269,606,2020-03-13,2,44.56
2270,824,2022-04-13,2,24.95
2271,203,2024-01-08,2,25.02
2272,1362,2021-06-04,2,36.8
2273,1636,2022-04-01,2,26.56
2274,1283,2021-05-16,2,43.28
2275,1282,2024-09-04,2,32.24
2276,592,2023-04-02,2,34.0
2277,1935,2020-09-10,2,23.24
2278,1396,2022-02-25,2,54.51
2279,1432,2022-07-01,2,20.01
2280,1433,2023-08-17,2,36.02
2281,336,2023-11-10,2,40.96
2282,1453,2023-04-04,2,44.61
2283,1026,2023-10-17,2,44.35
2284,655,2023-05-12,2,27.58
2285,1362,2024-06-18,2,38.66
2286,1867,2024-10-17,2,44.07
2287,636,2023-01-27,2,35.51
2288,1330,2020-10-29,2,27.12
2289,817,2020-06-04,2,58.45
2290,475,2023-03-18,2,24.83
2291,1481,2023-03-03,2,41.04
2292,266,2022-03-02,2,36.78
2293,524,2023-04-01,2,41.13
2294,519,2024-11-25,2,48.29
2295,582,2023-05-22,2,33.56
2296,1315,2020-09-30,2,37.73
2297,1880,2022-06-26,2,41.47
2298,1466,2023-09-17,2,16.08
2299,94,2020-07-17,2,34.17
2300,1549,2023-06-27,2,28.99
2301,600,2024-07-10,2,18.25
2302,1505,2021-02-26,2,56.81
2303,1726,2020-05-16,2,21.96
2304,1670,2023-02-07,2,27.51
2305,1528,2021-10-06,2,34.97
2306,1734,2021-09-10,2,31.87
2307,1792,2022-02-14,2,29.06
2308,1468,2024-01-22,2,36.23
2309,1353,2024-03-16,2,44.14
2310,1884,2023-05-23,2,38.26
2311,1474,2024-12-30,2,33.56
2312,131,2021-08-08,2,38.92
2313,939,2022-08-02,2,36.66
2314,412,2023-09-06,2,35.68
2315,1179,2024-03-05,2,31.66
2316,96,2020-04-07,2,24.37
2317,1706,2024-10-07,2,34.42
2318,1559,2021-01-08,2,27.77
