id_articolo,id_ordine,id_linea,codice_partita,numerosequenziale,costo
4702,2351,5,351,2,11.9
4703,2352,4,866,1,19.12
4704,2352,5,293,2,7.67
4705,2353,2,573,1,24.2
4706,2353,4,975,2,21.07
4707,2354,8,371,1,11.71
4708,2354,10,968,2,16.47
4709,2355,10,73,1,23.86
4710,2355,6,655,2,12.82
4711,2356,1,867,1,20.06
4712,2356,3,896,2,24.79
4713,2357,9,935,1,17.54
4714,2357,8,51,2,25.15
4715,2358,8,312,1,10.74
4716,2358,5,734,2,14.73
4717,2359,7,121,1,22.07
4718,2359,2,350,2,10.66
4719,2360,6,531,1,22.64
4720,2360,6,482,2,20.94
4721,2361,9,114,1,35.68
4722,2361,10,980,2,10.14
4723,2362,1,147,1,11.98
4724,2362,4,669,2,23.77
4725,2363,3,896,1,24.79
4726,2363,9,334,2,26.66
4727,2364,6,597,1,35.53
4728,2364,9,251,2,21.21
4729,2365,5,1000,1,31.05
4730,2365,2,12,2,22.26
4731,2366,7,677,1,8.9
4732,2366,9,939,2,9.65
4733,2367,4,983,1,44.57
4734,2367,3,521,2,8.94
4735,2368,4,263,1,11.85
4736,2368,4,881,2,16.07
4737,2369,7,118,1,20.99
4738,2369,6,516,2,20.92
4739,2370,5,72,1,13.06
4740,2370,4,242,2,25.5
4741,2371,7,121,1,22.07
4742,2371,8,470,2,7.75
4743,2372,2,572,1,16.21
4744,2372,1,210,2,16.71
4745,2373,1,453,1,32.11
4746,2373,7,436,2,13.28
4747,2374,5,181,1,17.42
4748,2374,1,3,2,25.65
4749,2375,7,429,1,28.14
4750,2375,5,990,2,14.87
4751,2376,9,196,1,11.03
4752,2376,8,286,2,8.15
4753,2377,1,958,1,14.27
4754,2377,6,984,2,14.49
4755,2378,9,219,1,31.31
4756,2378,9,947,2,25.05
4757,2379,4,814,1,29.95
4758,2379,10,996,2,11.83
4759,2380,2,414,1,21.84
4760,2380,5,53,2,15.93
4761,2381,2,724,1,23.85
4762,2381,10,789,2,21.19
4763,2382,4,975,1,21.07
4764,2382,10,917,2,8.03
4765,2383,9,651,1,38.91
4766,2383,1,278,2,17.88
4767,2384,3,372,1,49.5
4768,2384,3,127,2,23.17
4769,2385,8,195,1,13.86
4770,2385,4,648,2,12.68
4771,2386,5,53,1,15.93
4772,2386,4,220,2,31.2
4773,2387,1,841,1,19.04
4774,2387,9,11,2,7.05
4775,2388,1,756,1,32.8
4776,2388,1,713,2,23.9
4777,2389,8,305,1,20.06
4778,2389,4,75,2,28.26
4779,2390,7,960,1,16.34
4780,2390,8,238,2,43.16
4781,2391,8,673,1,14.4
4782,2391,1,958,2,14.27
4783,2392,1,548,1,10.45
4784,2392,4,292,2,9.73
4785,2393,3,741,1,9.78
4786,2393,2,358,2,28.2
4787,2394,3,129,1,11.14
4788,2394,7,116,2,22.84
4789,2395,2,137,1,11.09
4790,2395,9,162,2,10.48
4791,2396,3,507,1,18.12
4792,2396,4,528,2,6.02
4793,2397,10,229,1,33.1
4794,2397,9,721,2,22.41
4795,2398,6,676,1,19.59
4796,2398,9,587,2,12.45
4797,2399,2,490,1,17.98
4798,2399,6,703,2,12.47
4799,2400,9,162,1,10.48
4800,2400,10,968,2,16.47
4801,2401,1,818,1,13.97
4802,2401,7,960,2,16.34
4803,2402,1,826,1,18.29
4804,2402,7,963,2,16.76
4805,2403,1,657,1,19.67
4806,2403,6,735,2,12.23
4807,2404,8,312,1,10.74
4808,2404,4,914,2,14.91
4809,2405,6,825,1,22.71
4810,2405,7,2,2,21.95
4811,2406,9,508,1,18.33
4812,2406,8,592,2,16.73
4813,2407,7,63,1,13.2
4814,2407,4,625,2,18.2
4815,2408,10,925,1,22.02
4816,2408,7,8,2,26.03
4817,2409,3,748,1,11.34
4818,2409,5,430,2,17.39
4819,2410,9,54,1,6.39
4820,2410,5,360,2,19.67
4821,2411,5,815,1,40.22
4822,2411,4,552,2,8.7
4823,2412,3,129,1,11.14
4824,2412,8,483,2,21.14
4825,2413,8,312,1,10.74
4826,2413,3,377,2,16.08
4827,2414,2,458,1,36.41
4828,2414,1,867,2,20.06
4829,2415,4,421,1,17.81
4830,2415,1,388,2,16.29
4831,2416,9,633,1,17.23
4832,2416,7,795,2,18.92
4833,2417,7,666,1,12.65
4834,2417,2,350,2,10.66
4835,2418,4,648,1,12.68
4836,2418,8,773,2,14.73
4837,2419,8,480,1,8.31
4838,2419,2,344,2,12.16
4839,2420,8,558,1,17.65
4840,2420,2,35,2,26.54
4841,2421,2,948,1,13.77
4842,2421,3,616,2,17.31
4843,2422,4,971,1,31.1
4844,2422,2,112,2,8.45
4845,2423,8,954,1,13.88
4846,2423,10,950,2,24.27
4847,2424,9,962,1,21.91
4848,2424,6,504,2,17.93
4849,2425,6,128,1,25.78
4850,2425,6,451,2,11.4
4851,2426,9,468,1,23.77
4852,2426,10,498,2,15.63
4853,2427,9,55,1,22.02
4854,2427,3,554,2,10.46
4855,2428,7,1,1,6.08
4856,2428,6,482,2,20.94
4857,2429,4,863,1,16.5
4858,2429,3,46,2,16.38
4859,2430,4,914,1,14.91
4860,2430,7,889,2,16.88
4861,2431,9,965,1,14.97
4862,2431,6,937,2,21.77
4863,2432,9,587,1,12.45
4864,2432,8,702,2,13.71
4865,2433,2,859,1,27.49
4866,2433,5,181,2,17.42
4867,2434,6,637,1,37.22
4868,2434,10,327,2,32.99
4869,2435,3,372,1,49.5
4870,2435,10,768,2,15.64
4871,2436,3,165,1,11.52
4872,2436,8,98,2,23.79
4873,2437,2,455,1,27.69
4874,2437,3,224,2,13.91
4875,2438,4,510,1,27.54
4876,2438,7,121,2,22.07
4877,2439,5,186,1,7.68
4878,2439,8,417,2,18.6
4879,2440,5,72,1,13.06
4880,2440,6,597,2,35.53
4881,2441,1,536,1,10.96
4882,2441,7,677,2,8.9
4883,2442,10,445,1,25.66
4884,2442,3,96,2,22.32
4885,2443,2,560,1,24.68
4886,2443,7,643,2,21.16
4887,2444,10,340,1,15.52
4888,2444,9,743,2,14.38
4889,2445,4,81,1,21.3
4890,2445,4,321,2,11.86
4891,2446,10,556,1,14.48
4892,2446,7,244,2,31.98
4893,2447,1,145,1,8.85
4894,2447,3,821,2,21.99
4895,2448,7,905,1,24.89
4896,2448,3,473,2,15.2
4897,2449,2,302,1,7.84
4898,2449,1,435,2,15.36
4899,2450,3,372,1,49.5
4900,2450,6,834,2,19.7
4901,2451,1,486,1,33.37
4902,2451,6,760,2,21.35
4903,2452,3,33,1,14.91
4904,2452,5,380,2,30.26
4905,2453,5,276,1,15.64
4906,2453,2,99,2,21.02
4907,2454,3,821,1,21.99
4908,2454,1,210,2,16.71
4909,2455,9,786,1,39.25
4910,2455,2,610,2,21.22
4911,2456,3,704,1,20.18
4912,2456,8,195,2,13.86
4913,2457,4,553,1,34.03
4914,2457,7,409,2,30.16
4915,2458,4,227,1,39.31
4916,2458,8,830,2,9.45
4917,2459,2,393,1,17.31
4918,2459,2,406,2,6.14
4919,2460,9,671,1,25.39
4920,2460,7,320,2,26.44
4921,2461,3,747,1,34.8
4922,2461,8,443,2,13.25
4923,2462,7,262,1,15.52
4924,2462,2,458,2,36.41
4925,2463,7,8,1,26.03
4926,2463,3,904,2,19.51
4927,2464,10,471,1,11.34
4928,2464,8,689,2,22.61
4929,2465,10,753,1,7.36
4930,2465,8,426,2,12.12
4931,2466,2,698,1,19.18
4932,2466,1,645,2,23.39
4933,2467,7,951,1,11.79
4934,2467,1,135,2,15.05
4935,2468,7,416,1,11.85
4936,2468,5,809,2,13.17
4937,2469,5,44,1,16.28
4938,2469,7,151,2,9.4
4939,2470,8,155,1,15.6
4940,2470,3,694,2,38.96
4941,2471,6,494,1,11.79
4942,2471,6,672,2,23.48
4943,2472,9,962,1,21.91
4944,2472,2,191,2,7.9
4945,2473,9,982,1,8.35
4946,2473,3,994,2,26.43
4947,2474,4,561,1,13.36
4948,2474,10,949,2,13.71
4949,2475,6,28,1,13.83
4950,2475,9,501,2,23.2
4951,2476,4,242,1,25.5
4952,2476,10,386,2,11.57
4953,2477,2,366,1,29.83
4954,2477,5,879,2,19.01
4955,2478,3,649,1,20.82
4956,2478,6,10,2,22.63
4957,2479,7,409,1,30.16
4958,2479,4,303,2,24.17
4959,2480,9,122,1,15.87
4960,2480,7,416,2,11.85
4961,2481,2,573,1,24.2
4962,2481,9,185,2,18.01
4963,2482,8,26,1,18.52
4964,2482,4,856,2,35.44
4965,2483,6,447,1,9.96
4966,2483,10,664,2,11.28
4967,2484,2,175,1,43.98
4968,2484,6,516,2,20.92
4969,2485,9,215,1,34.54
4970,2485,3,654,2,19.43
4971,2486,6,384,1,20.98
4972,2486,4,856,2,35.44
4973,2487,5,124,1,6.91
4974,2487,10,931,2,15.83
4975,2488,3,891,1,17.73
4976,2488,4,755,2,15.69
4977,2489,10,556,1,14.48
4978,2489,1,899,2,10.97
4979,2490,8,198,1,36.0
4980,2490,9,55,2,22.02
4981,2491,5,612,1,29.66
4982,2491,2,544,2,10.36
4983,2492,7,903,1,14.44
4984,2492,9,216,2,15.98
4985,2493,2,729,1,19.33
4986,2493,2,908,2,41.98
4987,2494,2,344,1,12.16
4988,2494,9,185,2,18.01
4989,2495,5,389,1,13.79
4990,2495,1,978,2,12.54
4991,2496,3,46,1,16.38
4992,2496,3,226,2,7.24
4993,2497,7,690,1,13.19
4994,2497,5,381,2,14.41
4995,2498,8,906,1,12.55
4996,2498,6,888,2,14.05
4997,2499,1,222,1,10.71
4998,2499,5,9,2,27.12
4999,2500,5,839,1,18.47
5000,2500,1,621,2,14.48
5001,2501,7,16,1,15.05
5002,2501,9,798,2,10.35
5003,2502,4,720,1,26.45
5004,2502,3,833,2,12.71
5005,2503,8,979,1,43.41
5006,2503,8,98,2,23.79
5007,2504,9,660,1,14.84
5008,2504,4,594,2,19.75
5009,2505,8,483,1,21.14
5010,2505,7,182,2,22.19
5011,2506,5,53,1,15.93
5012,2506,10,387,2,11.74
5013,2507,3,636,1,30.98
5014,2507,7,245,2,17.24
5015,2508,6,944,1,15.37
5016,2508,2,237,2,12.11
5017,2509,7,911,1,40.91
5018,2509,9,241,2,26.66
5019,2510,5,918,1,9.35
5020,2510,7,368,2,25.09
5021,2511,10,950,1,24.27
5022,2511,4,4,2,13.75
5023,2512,4,975,1,21.07
5024,2512,6,401,2,6.99
5025,2513,7,893,1,16.41
5026,2513,8,662,2,11.37
5027,2514,2,615,1,23.07
5028,2514,4,983,2,44.57
5029,2515,5,612,1,29.66
5030,2515,10,158,2,12.88
5031,2516,5,167,1,26.98
5032,2516,3,58,2,27.28
5033,2517,7,63,1,13.2
5034,2517,4,863,2,16.5
5035,2518,6,672,1,23.48
5036,2518,6,637,2,37.22
5037,2519,8,568,1,9.0
5038,2519,7,697,2,17.44
5039,2520,9,219,1,31.31
5040,2520,8,132,2,12.72
5041,2521,1,725,1,15.95
5042,2521,9,290,2,24.66
5043,2522,6,613,1,11.29
5044,2522,1,119,2,16.49
5045,2523,7,416,1,11.85
5046,2523,7,541,2,9.68
5047,2524,7,349,1,19.03
5048,2524,8,558,2,17.65
5049,2525,1,174,1,9.98
5050,2525,8,14,2,33.22
5051,2526,6,335,1,37.72
5052,2526,10,67,2,17.11
5053,2527,1,710,1,19.21
5054,2527,2,402,2,10.94
5055,2528,1,645,1,23.39
5056,2528,1,403,2,36.23
5057,2529,8,464,1,22.04
5058,2529,3,904,2,19.51
5059,2530,7,643,1,21.16
5060,2530,8,505,2,17.45
5061,2531,3,126,1,11.63
5062,2531,5,990,2,14.87
5063,2532,3,674,1,21.72
5064,2532,3,88,2,35.08
5065,2533,6,984,1,14.49
5066,2533,4,81,2,21.3
5067,2534,5,495,1,14.63
5068,2534,3,19,2,10.72
5069,2535,2,137,1,11.09
5070,2535,1,989,2,22.41
5071,2536,10,208,1,13.49
5072,2536,6,514,2,35.69
5073,2537,7,253,1,15.72
5074,2537,6,668,2,24.56
5075,2538,8,505,1,17.45
5076,2538,1,365,2,19.29
5077,2539,7,599,1,22.7
5078,2539,7,797,2,19.34
5079,2540,9,397,1,35.66
5080,2540,5,809,2,13.17
5081,2541,1,756,1,32.8
5082,2541,8,255,2,7.25
5083,2542,3,103,1,39.31
5084,2542,8,565,2,16.44
5085,2543,1,355,1,11.42
5086,2543,10,742,2,16.91
5087,2544,6,703,1,12.47
5088,2544,5,577,2,14.83
5089,2545,8,512,1,17.03
5090,2545,8,439,2,13.58
5091,2546,7,320,1,26.44
5092,2546,9,215,2,34.54
5093,2547,3,473,1,15.2
5094,2547,7,677,2,8.9
5095,2548,8,870,1,14.38
5096,2548,2,317,2,23.22
5097,2549,1,845,1,14.94
5098,2549,4,881,2,16.07
5099,2550,5,150,1,13.13
5100,2550,7,262,2,15.52
5101,2551,5,462,1,27.41
5102,2551,10,387,2,11.74
5103,2552,8,267,1,17.68
5104,2552,9,437,2,25.07
5105,2553,4,553,1,34.03
5106,2553,7,946,2,16.65
5107,2554,6,177,1,13.46
5108,2554,8,250,2,10.98
5109,2555,6,7,1,26.75
5110,2555,3,454,2,8.01
5111,2556,6,961,1,11.92
5112,2556,3,260,2,9.46
5113,2557,5,331,1,9.85
5114,2557,7,201,2,9.81
5115,2558,4,755,1,15.69
5116,2558,2,237,2,12.11
5117,2559,8,480,1,8.31
5118,2559,9,379,2,12.15
5119,2560,5,389,1,13.79
5120,2560,1,717,2,16.7
5121,2561,10,223,1,23.54
5122,2561,9,375,2,7.4
5123,2562,2,851,1,11.11
5124,2562,3,819,2,18.37
5125,2563,3,226,1,7.24
5126,2563,1,536,2,10.96
5127,2564,1,515,1,17.02
5128,2564,1,826,2,18.29
5129,2565,5,72,1,13.06
5130,2565,6,531,2,22.64
5131,2566,8,193,1,13.68
5132,2566,2,35,2,26.54
5133,2567,10,92,1,11.22
5134,2567,8,585,2,30.48
5135,2568,1,412,1,30.04
5136,2568,3,507,2,18.12
5137,2569,6,961,1,11.92
5138,2569,3,19,2,10.72
5139,2570,2,35,1,26.54
5140,2570,3,636,2,30.98
5141,2571,9,228,1,17.17
5142,2571,4,619,2,12.15
5143,2572,1,355,1,11.42
5144,2572,7,213,2,11.47
5145,2573,2,191,1,7.9
5146,2573,1,376,2,16.38
5147,2574,8,761,1,9.7
5148,2574,10,73,2,23.86
5149,2575,9,272,1,10.03
5150,2575,4,938,2,13.26
5151,2576,8,857,1,24.85
5152,2576,2,959,2,8.45
5153,2577,8,679,1,31.65
5154,2577,10,917,2,8.03
5155,2578,3,96,1,22.32
5156,2578,7,349,2,19.03
5157,2579,3,61,1,10.98
5158,2579,10,209,2,9.82
5159,2580,9,272,1,10.03
5160,2580,8,457,2,18.2
5161,2581,2,455,1,27.69
5162,2581,6,545,2,9.1
5163,2582,7,733,1,20.53
5164,2582,3,654,2,19.43
5165,2583,1,691,1,18.23
5166,2583,3,614,2,16.83
5167,2584,3,58,1,27.28
5168,2584,2,959,2,8.45
5169,2585,7,244,1,31.98
5170,2585,9,168,2,27.88
5171,2586,2,859,1,27.49
5172,2586,8,979,2,43.41
5173,2587,9,162,1,10.48
5174,2587,5,380,2,30.26
5175,2588,3,256,1,10.63
5176,2588,10,300,2,18.52
5177,2589,3,42,1,24.09
5178,2589,8,773,2,14.73
5179,2590,1,423,1,11.52
5180,2590,10,977,2,18.14
5181,2591,1,645,1,23.39
5182,2591,6,335,2,37.72
5183,2592,8,871,1,19.83
5184,2592,10,768,2,15.64
5185,2593,6,779,1,15.13
5186,2593,3,96,2,22.32
5187,2594,2,497,1,31.67
5188,2594,9,136,2,10.26
5189,2595,2,851,1,11.11
5190,2595,4,170,2,10.94
5191,2596,4,547,1,14.55
5192,2596,3,562,2,8.36
5193,2597,1,90,1,19.14
5194,2597,7,390,2,34.84
5195,2598,7,48,1,11.66
5196,2598,2,99,2,21.02
5197,2599,2,369,1,21.59
5198,2599,6,937,2,21.77
5199,2600,6,447,1,9.96
5200,2600,1,794,2,14.53
5201,2601,2,986,1,45.08
5202,2601,2,99,2,21.02
5203,2602,1,826,1,18.29
5204,2602,5,813,2,22.72
5205,2603,9,956,1,30.13
5206,2603,7,262,2,15.52
5207,2604,8,225,1,14.13
5208,2604,10,977,2,18.14
5209,2605,4,749,1,24.86
5210,2605,4,863,2,16.5
5211,2606,7,740,1,21.27
5212,2606,7,584,2,34.49
5213,2607,9,343,1,14.53
5214,2607,2,414,2,21.84
5215,2608,7,666,1,12.65
5216,2608,5,876,2,16.09
5217,2609,8,464,1,22.04
5218,2609,5,243,2,9.53
5219,2610,8,370,1,22.39
5220,2610,2,344,2,12.16
5221,2611,9,785,1,7.49
5222,2611,10,32,2,19.09
5223,2612,2,851,1,11.11
5224,2612,3,282,2,40.72
5225,2613,2,538,1,18.66
5226,2613,2,113,2,13.44
5227,2614,3,299,1,32.08
5228,2614,6,128,2,25.78
5229,2615,5,810,1,13.29
5230,2615,8,673,2,14.4
5231,2616,8,470,1,7.75
5232,2616,1,325,2,22.08
5233,2617,2,37,1,27.04
5234,2617,1,818,2,13.97
5235,2618,7,589,1,16.8
5236,2618,3,66,2,24.99
5237,2619,4,212,1,9.11
5238,2619,8,483,2,21.14
5239,2620,6,779,1,15.13
5240,2620,6,760,2,21.35
5241,2621,2,596,1,19.09
5242,2621,6,834,2,19.7
5243,2622,4,932,1,16.95
5244,2622,3,819,2,18.37
5245,2623,1,621,1,14.48
5246,2623,4,227,2,39.31
5247,2624,9,437,1,25.07
5248,2624,10,582,2,14.38
5249,2625,7,429,1,28.14
5250,2625,1,453,2,32.11
5251,2626,8,301,1,11.26
5252,2626,10,300,2,18.52
5253,2627,4,347,1,19.32
5254,2627,8,870,2,14.38
5255,2628,7,151,1,9.4
5256,2628,6,128,2,25.78
5257,2629,10,977,1,18.14
5258,2629,7,795,2,18.92
5259,2630,8,592,1,16.73
5260,2630,8,371,2,11.71
5261,2631,9,785,1,7.49
5262,2631,2,988,2,7.39
5263,2632,4,64,1,14.28
5264,2632,1,725,2,15.95
5265,2633,1,867,1,20.06
5266,2633,9,215,2,34.54
5267,2634,9,268,1,35.9
5268,2634,3,739,2,19.63
5269,2635,7,182,1,22.19
5270,2635,4,4,2,13.75
5271,2636,2,859,1,27.49
5272,2636,3,19,2,10.72
5273,2637,10,95,1,31.41
5274,2637,3,33,2,14.91
5275,2638,2,729,1,19.33
5276,2638,5,577,2,14.83
5277,2639,3,190,1,26.51
5278,2639,5,181,2,17.42
5279,2640,4,667,1,9.67
5280,2640,2,544,2,10.36
5281,2641,2,967,1,21.19
5282,2641,2,459,2,19.71
5283,2642,6,28,1,13.83
5284,2642,1,174,2,9.98
5285,2643,3,282,1,40.72
5286,2643,10,296,2,10.57
5287,2644,3,723,1,17.06
5288,2644,8,870,2,14.38
5289,2645,3,910,1,15.41
5290,2645,5,1000,2,31.05
5291,2646,2,333,1,13.92
5292,2646,3,723,2,17.06
5293,2647,9,176,1,18.07
5294,2647,5,769,2,8.81
5295,2648,3,747,1,34.8
5296,2648,3,843,2,17.85
5297,2649,4,221,1,20.96
5298,2649,10,296,2,10.57
5299,2650,7,603,1,40.24
5300,2650,5,330,2,22.62
5301,2651,10,300,1,18.52
5302,2651,1,367,2,38.19
5303,2652,9,696,1,13.93
5304,2652,3,919,2,17.41
5305,2653,9,587,1,12.45
5306,2653,3,282,2,40.72
5307,2654,6,705,1,30.01
5308,2654,3,39,2,21.37
5309,2655,7,733,1,20.53
5310,2655,5,351,2,11.9
5311,2656,1,532,1,17.69
5312,2656,3,454,2,8.01
5313,2657,3,152,1,16.96
5314,2657,9,169,2,15.86
5315,2658,9,442,1,21.71
5316,2658,9,162,2,10.48
5317,2659,10,427,1,25.0
5318,2659,2,546,2,18.45
5319,2660,4,357,1,11.52
5320,2660,4,811,2,21.4
5321,2661,9,122,1,15.87
5322,2661,8,336,2,13.1
5323,2662,6,849,1,26.56
5324,2662,2,758,2,15.23
5325,2663,10,17,1,15.35
5326,2663,9,272,2,10.03
5327,2664,1,311,1,8.52
5328,2664,9,936,2,7.71
5329,2665,8,65,1,10.25
5330,2665,9,38,2,30.71
5331,2666,6,848,1,12.64
5332,2666,8,976,2,19.28
5333,2667,4,64,1,14.28
5334,2667,10,427,2,25.0
5335,2668,1,119,1,16.49
5336,2668,10,712,2,21.43
5337,2669,8,312,1,10.74
5338,2669,4,227,2,39.31
5339,2670,1,731,1,13.38
5340,2670,5,799,2,14.67
5341,2671,5,330,1,22.62
5342,2671,10,478,2,19.37
5343,2672,2,759,1,23.22
5344,2672,7,795,2,18.92
5345,2673,1,345,1,13.48
5346,2673,10,646,2,23.63
5347,2674,10,73,1,23.86
5348,2674,7,995,2,12.96
5349,2675,9,11,1,7.05
5350,2675,7,740,2,21.27
5351,2676,4,669,1,23.77
5352,2676,9,241,2,26.66
5353,2677,1,731,1,13.38
5354,2677,3,526,2,31.15
5355,2678,7,889,1,16.88
5356,2678,9,743,2,14.38
5357,2679,7,955,1,23.88
5358,2679,8,549,2,14.29
5359,2680,10,327,1,32.99
5360,2680,1,412,2,30.04
5361,2681,1,826,1,18.29
5362,2681,2,767,2,15.58
5363,2682,3,828,1,12.27
5364,2682,2,878,2,43.2
5365,2683,6,451,1,11.4
5366,2683,9,651,2,38.91
5367,2684,10,952,1,32.32
5368,2684,8,203,2,12.4
5369,2685,3,913,1,24.52
5370,2685,9,36,2,17.48
5371,2686,7,213,1,11.47
5372,2686,5,184,2,22.71
5373,2687,6,516,1,20.92
5374,2687,4,866,2,19.12
5375,2688,9,54,1,6.39
5376,2688,2,317,2,23.22
5377,2689,7,409,1,30.16
5378,2689,6,335,2,37.72
5379,2690,10,158,1,12.88
5380,2690,9,241,2,26.66
5381,2691,1,211,1,37.18
5382,2691,6,944,2,15.37
5383,2692,7,797,1,19.34
5384,2692,9,277,2,10.49
5385,2693,2,882,1,27.29
5386,2693,7,121,2,22.07
5387,2694,5,18,1,20.65
5388,2694,7,580,2,15.12
5389,2695,10,391,1,12.64
5390,2695,9,84,2,20.6
5391,2696,10,742,1,16.91
5392,2696,10,950,2,24.27
5393,2697,9,176,1,18.07
5394,2697,6,655,2,12.82
5395,2698,1,460,1,13.65
5396,2698,9,817,2,15.22
5397,2699,3,521,1,8.94
5398,2699,8,255,2,7.25
5399,2700,10,632,1,9.69
5400,2700,3,636,2,30.98
5401,2701,6,644,1,10.24
5402,2701,8,921,2,13.8
5403,2702,3,919,1,17.41
5404,2702,8,180,2,16.19
5405,2703,1,278,1,17.88
5406,2703,10,952,2,32.32
5407,2704,2,572,1,16.21
5408,2704,2,698,2,19.18
5409,2705,2,926,1,14.68
5410,2705,8,70,2,11.25
5411,2706,5,495,1,14.63
5412,2706,5,276,2,15.64
5413,2707,6,644,1,10.24
5414,2707,6,668,2,24.56
5415,2708,2,383,1,17.35
5416,2708,6,853,2,9.87
5417,2709,4,755,1,15.69
5418,2709,6,985,2,32.27
5419,2710,6,703,1,12.47
5420,2710,6,920,2,16.84
5421,2711,5,897,1,16.16
5422,2711,9,219,2,31.31
5423,2712,1,713,1,23.9
5424,2712,8,378,2,14.83
5425,2713,2,824,1,9.34
5426,2713,6,523,2,14.41
5427,2714,8,761,1,9.7
5428,2714,8,512,2,17.03
5429,2715,1,517,1,13.75
5430,2715,10,166,2,37.37
5431,2716,6,354,1,20.48
5432,2716,7,16,2,15.05
5433,2717,3,30,1,12.78
5434,2717,10,391,2,12.64
5435,2718,9,798,1,10.35
5436,2718,1,467,2,22.89
5437,2719,3,474,1,14.67
5438,2719,2,615,2,23.07
5439,2720,3,46,1,16.38
5440,2720,8,673,2,14.4
5441,2721,2,540,1,18.04
5442,2721,10,917,2,8.03
5443,2722,6,24,1,20.97
5444,2722,10,742,2,16.91
5445,2723,9,251,1,21.21
5446,2723,8,117,2,11.66
5447,2724,8,371,1,11.71
5448,2724,4,413,2,14.01
5449,2725,10,102,1,8.49
5450,2725,10,925,2,22.02
5451,2726,4,357,1,11.52
5452,2726,1,364,2,19.11
5453,2727,5,430,1,17.39
5454,2727,3,322,2,27.17
5455,2728,6,678,1,25.19
5456,2728,4,749,2,24.86
5457,2729,9,84,1,20.6
5458,2729,9,136,2,10.26
5459,2730,3,126,1,11.63
5460,2730,4,248,2,12.38
5461,2731,6,853,1,9.87
5462,2731,10,31,2,9.58
5463,2732,3,474,1,14.67
5464,2732,4,605,2,7.75
5465,2733,10,448,1,27.32
5466,2733,3,224,2,13.91
5467,2734,4,314,1,20.93
5468,2734,3,178,2,10.53
5469,2735,1,548,1,10.45
5470,2735,10,340,2,15.52
5471,2736,5,247,1,15.78
5472,2736,6,591,2,16.54
5473,2737,8,70,1,11.25
5474,2737,5,173,2,10.42
5475,2738,5,533,1,17.16
5476,2738,3,530,2,17.56
5477,2739,5,44,1,16.28
5478,2739,4,15,2,11.75
5479,2740,6,864,1,16.8
5480,2740,1,467,2,22.89
5481,2741,8,505,1,17.45
5482,2741,7,368,2,25.09
5483,2742,3,58,1,27.28
5484,2742,9,692,2,39.1
5485,2743,1,147,1,11.98
5486,2743,5,395,2,37.96
5487,2744,2,344,1,12.16
5488,2744,2,765,2,22.16
5489,2745,3,891,1,17.73
5490,2745,2,393,2,17.31
5491,2746,1,763,1,13.7
5492,2746,4,619,2,12.15
5493,2747,2,37,1,27.04
5494,2747,5,330,2,22.62
5495,2748,9,706,1,16.71
5496,2748,1,71,2,36.94
5497,2749,5,338,1,14.66
5498,2749,3,708,2,25.85
5499,2750,10,728,1,32.64
5500,2750,6,496,2,19.61
5501,2751,7,733,1,20.53
5502,2751,2,459,2,19.71
5503,2752,3,58,1,27.28
5504,2752,9,264,2,9.03
5505,2753,9,633,1,17.23
5506,2753,7,200,2,14.7
5507,2754,8,420,1,12.64
5508,2754,9,651,2,38.91
5509,2755,3,562,1,8.36
5510,2755,7,525,2,42.62
5511,2756,6,944,1,15.37
5512,2756,2,824,2,9.34
5513,2757,1,894,1,14.27
5514,2757,1,403,2,36.23
5515,2758,3,873,1,37.96
5516,2758,6,94,2,13.63
5517,2759,8,47,1,16.54
5518,2759,9,379,2,12.15
5519,2760,9,396,1,9.77
5520,2760,4,81,2,21.3
5521,2761,5,734,1,14.73
5522,2761,4,670,2,12.69
5523,2762,7,310,1,32.93
5524,2762,8,261,2,11.17
5525,2763,7,797,1,19.34
5526,2763,1,548,2,10.45
5527,2764,3,377,1,16.08
5528,2764,5,809,2,13.17
5529,2765,4,269,1,31.61
5530,2765,10,950,2,24.27
5531,2766,5,276,1,15.64
5532,2766,8,585,2,30.48
5533,2767,8,319,1,26.89
5534,2767,10,567,2,11.68
5535,2768,3,103,1,39.31
5536,2768,8,301,2,11.26
5537,2769,9,785,1,7.49
5538,2769,6,563,2,17.59
5539,2770,7,182,1,22.19
5540,2770,9,169,2,15.86
5541,2771,1,453,1,32.11
5542,2771,6,384,2,20.98
5543,2772,6,398,1,13.05
5544,2772,4,212,2,9.11
5545,2773,7,643,1,21.16
5546,2773,1,467,2,22.89
5547,2774,9,743,1,14.38
5548,2774,4,856,2,35.44
5549,2775,1,285,1,21.27
5550,2775,6,680,2,13.44
5551,2776,1,367,1,38.19
5552,2776,6,770,2,12.2
5553,2777,1,532,1,17.69
5554,2777,3,530,2,17.56
5555,2778,6,484,1,12.76
5556,2778,8,830,2,9.45
5557,2779,6,961,1,11.92
5558,2779,10,788,2,28.9
5559,2780,6,770,1,12.2
5560,2780,6,40,2,27.27
5561,2781,9,215,1,34.54
5562,2781,6,961,2,11.92
5563,2782,10,579,1,21.14
5564,2782,6,494,2,11.79
5565,2783,3,171,1,6.61
5566,2783,8,261,2,11.17
5567,2784,6,888,1,14.05
5568,2784,8,438,2,13.82
5569,2785,5,346,1,17.13
5570,2785,2,455,2,27.69
5571,2786,4,553,1,34.03
5572,2786,10,471,2,11.34
5573,2787,3,602,1,9.3
